PEDIDO,ITEM,IDCLIENTE,ALTURAINTERNA_diff,ALTURAINTERNA_diff_pct,ALTURAPACOTE_diff,ALTURAPACOTE_diff_pct,ALTURAPALETEFECHADO_diff,ALTURAPALETEFECHADO_diff_pct,AMARRADO_diff,AMARRADO_diff_pct,AREABRUTACHAPA_diff,AREABRUTACHAPA_diff_pct,AREABRUTAPECA_diff,AREABRUTAPECA_diff_pct,AREABRUTAPECACOMREFILOS_diff,AREABRUTAPECACOMREFILOS_diff_pct,AREALIQUIDACHAPA_diff,AREALIQUIDACHAPA_diff_pct,AREALIQUIDAPECA_diff,AREALIQUIDAPECA_diff_pct,ARRANJO_diff,ARRANJO_diff_pct,COBBINTMAXIMO_diff,COBBINTMAXIMO_diff_pct,CODIGOREFERENCIA_diff,CODIGOREFERENCIA_diff_pct,COLUNAMINIMO_diff,COLUNAMINIMO_diff_pct,COMMPALETEFECHADO_diff,COMMPALETEFECHADO_diff_pct,COMPPACOTE_diff,COMPPACOTE_diff_pct,COMPPECA_diff,COMPPECA_diff_pct,COMPRESSAO_diff,COMPRESSAO_diff_pct,COMPRIMENTO_diff,COMPRIMENTO_diff_pct,COMPRIMENTOINTERNO_diff,COMPRIMENTOINTERNO_diff_pct,CONSUMOCOR1_diff,CONSUMOCOR1_diff_pct,CONSUMOCOR2_diff,CONSUMOCOR2_diff_pct,CONSUMOCOR3_diff,CONSUMOCOR3_diff_pct,CONSUMOCOR4_diff,CONSUMOCOR4_diff_pct,ESPELHO_diff,ESPELHO_diff_pct,EXIGELAUDO_diff,EXIGELAUDO_diff_pct,FACA_diff,FACA_diff_pct,FILME_diff,FILME_diff_pct,GRAMATURA_diff,GRAMATURA_diff_pct,IDPALETE_diff,IDPALETE_diff_pct,IDTIPOFT2_diff,IDTIPOFT2_diff_pct,LAP_diff,LAP_diff_pct,LAPINTERNO_diff,LAPINTERNO_diff_pct,LAPNOCOMP_diff,LAPNOCOMP_diff_pct,LARGPACOTE_diff,LARGPACOTE_diff_pct,LARGPALETEFECHADO_diff,LARGPALETEFECHADO_diff_pct,LARGPECA_diff,LARGPECA_diff_pct,LARGURA_diff,LARGURA_diff_pct,LARGURAINTERNA_diff,LARGURAINTERNA_diff_pct,MULTCOMP_diff,MULTCOMP_diff_pct,MULTLARG_diff,MULTLARG_diff_pct,NRCORES_diff,NRCORES_diff_pct,PACOTESALTURA_diff,PACOTESALTURA_diff_pct,PACOTESLARGURA_diff,PACOTESLARGURA_diff_pct,PACOTESPORPALETE_diff,PACOTESPORPALETE_diff_pct,PALETIZADO_diff,PALETIZADO_diff_pct,PECASPORPACOTE_diff,PECASPORPACOTE_diff_pct,PECASPORPALETE_diff,PECASPORPALETE_diff_pct,PESOCAIXA_diff,PESOCAIXA_diff_pct,PROLONGLAP_diff,PROLONGLAP_diff_pct,REFERENCIA_diff,REFERENCIA_diff_pct,REFILADO_diff,REFILADO_diff_pct,REFILOCOMPRIMENTO_diff,REFILOCOMPRIMENTO_diff_pct,REFILOLARGURA_diff,REFILOLARGURA_diff_pct,REFUGOCLIENTE_diff,REFUGOCLIENTE_diff_pct,RESINAINTERNA_diff,RESINAINTERNA_diff_pct,TIPOABNT_diff,TIPOABNT_diff_pct,UNIDADESPORPALETE_diff,UNIDADESPORPALETE_diff_pct,VINCOCOMP1_diff,VINCOCOMP1_diff_pct,VINCOCOMP2_diff,VINCOCOMP2_diff_pct,VINCOCOMP3_diff,VINCOCOMP3_diff_pct,VINCOCOMP4_diff,VINCOCOMP4_diff_pct,VINCOCOMP5_diff,VINCOCOMP5_diff_pct,VINCOLARG1_diff,VINCOLARG1_diff_pct,VINCOLARG2_diff,VINCOLARG2_diff_pct,VINCOLARG3_diff,VINCOLARG3_diff_pct,VOLUMEPACOTEFECHADOM3_diff,VOLUMEPACOTEFECHADOM3_diff_pct,VOLUMEPALETEFECHADOM3_diff,VOLUMEPALETEFECHADOM3_diff_pct
609419-8,790790,9642,0.0,0.0,5.0,2.4390243902439024,40.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-15.0,-50.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,-11.0,-1.4666666666666666,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0,-2.3157894736842106,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001568,2.438948514543475,0.0576000000000003,2.000000000000011
PRD068720,690970,9758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,20.048309178743963,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,19.753086419753085,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
604350-7,CHADC217439,11032,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
597043-5,689420,1229,0.0,0.0,75.0,100.0,55.0,4.313725490196078,0.0,0.0,0.0114,0.87412587412588,0.0,0.0,0.0038,0.87412587412588,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-3174.0,-82.10036213140197,,,,,,,0.0,0.0,0.0,0.0,-2227.0,-27.37553779963122,0.0,0.0,25.0,6.345177664974619,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.8741258741258742,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-46.66666666666666,0.0,0.0,-28.0,-46.66666666666666,0.0,0.0,25.0,100.0,100.0,6.666666666666667,10.0,6.097560975609756,0.0,,,,0.0,0.0,0.0,0.0,5.0,33.33333333333333,0.0,0.0,0.0,,0.0,0.0,100.0,6.666666666666667,,,,,,,,,,,,,,,,,0.03154,100.0,0.095304,4.313725490196081
596010-9,772691,9757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0110699999999999,0.7776049766718446,0.0,0.0,0.0027674999999999,0.7776049766718446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.7776049766718507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,5.0,33.33333333333333,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
720398-2,CHADC2135266,1651,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
587198-7,683540,1895,0.0,0.0,-36.0,-14.937759336099584,190.0,11.875,0.0,0.0,-0.012094,-1.7010084530021587,-0.012094,-1.7010084530021587,-0.012094,-1.7010084530021587,-0.012094,-1.7010084530021587,-0.0128895888000001,-1.8477101138478216,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,-0.1663893510815307,-4.0,-0.5617977528089888,-7.0,-0.4824259131633356,-60.0,-11.049723756906078,-7.0,-0.4824259131633356,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,-101.0,-12.023809523809524,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,-6.0,-1.2244897959183674,-2.0,-0.1663893510815307,-6.0,-1.2244897959183674,-6.0,-1.2244897959183674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,33.33333333333333,0.0,0.0,8.0,33.33333333333333,0.0,0.0,5.0,25.0,320.0,66.66666666666666,-80.0,-13.651877133105804,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.1464292043488655,7.77402180406212,0.0,,,,320.0,66.66666666666666,0.0,0.0,-2.0,-0.8130081300813009,-2.0,-0.4291845493562232,-2.0,-0.8130081300813009,-1.0,-0.2159827213822894,-1.0,-0.8064516129032258,-4.0,-1.6528925619834711,-1.0,-0.8064516129032258,-0.0138319999999999,-16.450999048525212,0.265914,11.503032851347458
658409-30,795120,1895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,6.0,1.0657193605683837,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
685773-20,816711,12579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,27.61904761904762,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,-203.0,-21.64179104477612,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
604436-1,CHAC244286,9801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
651445-1,749440,11852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021539999999999,0.4750593824228004,0.0021539999999999,0.4750593824228004,0.0021539999999999,0.4750593824228004,0.0021539999999999,0.4750593824228004,0.0020310065999999,0.4750593824228019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.4750593824228029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-211.0,-89.40677966101694,,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.4750593824228029,0.0,0.0,2.0,0.4750593824228029,2.0,0.4750593824228029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.9615384615384616,0.0,0.0,1.0,0.9615384615384616,0.0001519999999999,0.4742737682923004,0.0116999999999998,0.4750593824227956
697490-1,859980,13058,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,538.0,135.51637279596977,0.0,0.0,,,0.0,0.0,0.0,0.0,532.0,266.0,2541.0,5775.0,-2541.0,-98.29787234042551,-532.0,-72.6775956284153,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-211.0,-89.40677966101694,,,0.0,,0.0,-0.0,0.0,-0.0,-538.0,-57.540106951871664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
608716-4,CHAD2111684,11873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
609599-12,522821,1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0111750000000001,0.6468305304010441,0.0,0.0,0.00279375,0.6468305304010441,0.0,0.0,0.0,0.0,0.0,0.0,-3.0,-16.666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,203.0,36.57657657657658,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,-203.0,-26.781002638522427,0.0,0.0,0.0,0.0,5.0,0.646830530401035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,5.0,33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
PRD066129,801290,9774,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0002102674999999,-0.0505050505050437,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,45.0,115.38461538461536,1172.0,542.5925925925926,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.05,5.000000000000004,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
718839-19,886741,10117,0.0,0.0,0.0,0.0,-50.0,-2.631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,-8.0,-1.171303074670571,-245.0,-94.23076923076924,,,0.0,,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,-0.0424999999999999,-2.63157894736842
689614-8,484081,9230,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,203.0,34.232715008431704,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,-203.0,-25.502512562814072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
609407-4,719250,12557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0108699999999999,0.6535947712418261,0.0,0.0,0.0027174999999999,0.6535947712418261,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,209.0,38.63216266173752,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,7.211538461538461,-217.0,-96.44444444444444,,,0.0,,0.0,-0.0,0.0,-0.0,-209.0,-27.866666666666667,0.0,0.0,0.0,0.0,5.0,0.6535947712418301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,7.784431137724551,0.0,,,,0.0,0.0,0.0,0.0,5.0,33.33333333333333,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
700375-1,863590,9532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
720883-1,CHADC2141188,9505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
641945-1,682840,9778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
600231-1,751940,1547,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0100549999999999,0.7385524372230373,0.0,0.0,0.0033516666666666,0.7385524372230373,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.7385524372230428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,13.513513513513514,0.0,,,,0.0,0.0,0.0,0.0,5.0,33.33333333333333,0.0,0.0,1.0,,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
639310-2,CHAB24R511,15027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
645269-4,722961,12557,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0207699999999999,-1.2785629863094623,0.0,0.0,-0.0103849999999999,-1.2785629863094623,0.0,0.0,0.0,0.0,0.0,0.0,2.0,11.11111111111111,0.0,0.0,0.0,0.0,0.0,0.0,239.0,30.99870298313878,0.0,0.0,,,-5.0,-0.3201024327784891,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,-2.0,-0.4484304932735426,-217.0,-96.44444444444444,,,0.0,,0.0,-0.0,0.0,-0.0,-239.0,-23.66336633663366,0.0,0.0,0.0,0.0,-10.0,-0.9615384615384616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-7.0,-2.1538461538461537,0.0,,,,0.0,0.0,-5.0,-25.0,-10.0,-33.33333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
626831-1,653110,1735,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003048,0.3669724770642262,0.003048,0.3669724770642262,0.003048,0.3669724770642262,0.003048,0.3669724770642262,0.0052412139575869,0.6454980673856503,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-311.0,-73.5224586288416,-12.0,-33.33333333333333,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,8.0,1.7167381974248928,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,,2.0,0.3669724770642202,0.0,0.0,2.0,0.3669724770642202,2.0,0.3669724770642202,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0526315789473684,0.0,0.0,,,0.0,0.0,0.0,,0.0,,-0.271287480746808,-12.10409120102762,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5813953488372093,0.0,0.0,1.0,0.5813953488372093,0.000299,0.3667271746062989,0.0,0.0
698675-95,789191,1258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,268.0,21.47435897435897,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,,,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,-24.0,-57.14285714285714,,,0.0,,0.0,-0.0,0.0,-0.0,0.0,0.0,-268.0,-21.47435897435897,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,-0.1537039999999998,-4.611499526411019
708026-2,CHADC2123294,10435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
698361-66,885811,11185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0
685706-3,CHBB2140184,15489,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
